,dvv_variability,dvv_variability_evap,disturbance_index,tillage_depth,tire_pressure,dyn_type
0,0.1714209362147155,0.033751716819791944,0.01065304822653195,4.073630401626534,39.90267711541314,2
1,0.1471642708956571,0.09341193813805221,0.015432097845526146,4.424907358441337,43.110467966216255,2
2,0.1247770036196004,0.08377091846333184,0.028516009852436356,5.074516122038117,49.00493275273196,2
3,0.2355898328261598,0.21064711094798577,0.05788683244696291,5.945481163076532,56.78915931956409,2
4,0.22698233738796672,0.20743052417081595,0.1165883095594342,6.966575147784088,65.60634015148393,2
5,0.29898551788086913,0.24412624581360076,0.2200970888530991,8.078113034130228,74.54067751230914,2
6,0.5106824005728293,0.45592381844556124,0.3779661751714988,9.236049974661604,82.5745233715996,1
7,0.5144677378763624,0.43713272752492,0.5822173664711044,10.409470218183408,88.72740224734902,1
8,0.5884576935932739,0.5884576935932739,0.7990723030091983,11.546008403797396,92.3547869728624,1
9,0.27604481430685396,0.0760925367902977,0.9654918762949449,12.498354424403002,93.30840844935972,2
10,0.9140872299637954,0.7492225965628329,1.0,12.991426082149447,91.7354921848301,0
11,0.9107552407042333,0.7369860899714475,0.8533608809869856,12.731873129118892,87.69210079612435,0
12,0.8567129467279841,0.6812112435011938,0.5772373935092577,11.629509595110676,81.03488891467019,0
13,0.030612230300903327,0.010188786812882974,0.3075470353853072,9.951748585053894,71.92014915064894,2
14,0.030612230300903327,0.010204076766967777,0.1405257486587836,8.266850852868993,61.59413953325233,2
15,0.030927777290344245,0.010309338569641115,0.07016577329153623,7.196411983599236,52.603180168436126,2
16,0.15074736224104857,0.06445790511799598,0.05356699691308818,7.113946848545634,47.848779989340755,2
17,0.2756052857251112,0.11038336717337369,0.07129779354004269,7.934710325997826,49.0052639791859,2
18,0.24859551518925552,0.09942269623883639,0.1312375114278099,9.116154672256489,55.5430732017198,2
19,0.22437279503772145,0.18684952252308246,0.23658840166070846,9.925704396473394,65.15282376601101,2
20,0.2670087940916369,0.2279357227060602,0.33837993942269545,9.869106283533078,75.10431999446878,2
21,0.24589318390357867,0.18007413222659802,0.3678929963424084,9.002226667461894,83.39011269171075,2
22,0.22642405008844033,0.1815513968467713,0.33073385307599307,7.875048317899447,88.94793464339632,2
23,0.21391171285778332,0.19637330121237312,0.2899709407291729,7.148422378905717,91.26711822816658,2
24,0.21640121546713803,0.193828225869695,0.2821738900300126,7.177262338156799,90.02905243997775,2
25,0.21645033359527593,0.19388980816438153,0.29237572743059403,7.840174447711468,85.12641539750855,2
26,0.14772980936908428,0.11957663489023107,0.2757700844236976,8.666854438706872,76.90792157876943,2
27,0.15092330680639485,0.1394012127457705,0.20933911839038694,9.12321076442014,66.42966205564225,2
28,0.15102011437608936,0.12862601031750978,0.12479725848790922,8.891324864647995,55.56175517246802,2
29,0.15102414428311872,0.12866044274025193,0.06461183435051766,8.01853244266704,46.79469720642479,2
30,0.11672325019523203,0.0641680955886841,0.036716406490113776,6.86404509910962,42.562277338966,2
31,0.05300006863530633,0.03153455269903109,0.02940226731292239,5.8708442200615965,44.20158546505316,2
32,0.08323133978250308,0.04170513153076172,0.035023638389055145,5.312705165883839,51.15267761513416,2
33,0.0796612983135151,0.06963619323886974,0.05342438335746835,5.211423786753246,61.09272214585376,2
34,0.0873049961509241,0.06537639440436259,0.08726618750393124,5.469273360616138,71.0259279679575,2
35,0.14074832764388331,0.11851487291376753,0.13934406458791382,6.047818832787317,78.55171270301665,2
36,0.13279511779381536,0.10083940071865302,0.21361913014429754,6.997499922909821,82.52343083211139,2
37,0.13229084880937164,0.08130956912390551,0.3089245715901675,8.321049714181049,82.96163867242959,2
38,0.8846059489482866,0.3854182215010494,0.4034780688981084,9.837368981774876,80.56722012140173,1
39,0.8587893725859559,0.43191889860505667,0.4566148595362302,11.207541722987902,76.23811007113669,1
40,0.9033476930003614,0.6075436868254012,0.44216681965956073,12.117773092269179,70.80480493891,1
41,0.15946605513391449,0.04412292055114557,0.3764696501692325,12.46480699820287,65.0917980907992,2
42,0.031033039093017585,0.020723819732666023,0.3038757543641762,12.410027845809838,60.152289591898686,2
43,0.030906915664672855,0.029400439367072557,0.26049499657623576,12.262636645856931,57.228705388425794,2
