,tillage_depth,tire_pressure,normalized_di,porosity_10cm,porosity_20cm,porosity_30cm
0,19.815515422654194,70.00399362750271,0.6585413687153597,50.800146957866836,51.3018331007335,46.56704503993037
1,14.969993651372187,70.13934836521908,0.619428616171942,52.31826594806516,50.33206664522609,50.99677580031584
2,13.758165105825258,71.84697489445745,0.6220476320387239,52.89262716106106,51.66626942028467,53.9195035378061
3,16.02389780998128,80.1102065455577,0.7150640578778498,50.661248997551255,55.125673718540355,52.3448729553498
4,13.342315991802261,95.05973365647948,0.8093885796909167,45.64750938252368,46.292814607059036,46.77242427175776
5,6.947579622333112,99.91949456739181,0.7333112544552824,48.08904842305732,45.13050711211493,45.60781919638242
6,2.563429054861541,88.32698276525967,0.5202094706378811,52.61240069034937,48.06939179479482,47.30305918152753
7,2.4844676754769788,83.34259398696439,0.4884020822831755,50.915195621211296,47.06364429533942,48.283731491310355
8,5.684687963550427,94.94530596199382,0.6672433480024846,52.70226115882825,49.51008060040772,48.63903765681256
9,9.558195395601041,102.43450181317908,0.8070093267714046,52.698478081244126,50.185802626701665,49.120864590505036
10,14.055803819975651,90.61706863612184,0.7819671758499813,50.25762011008106,48.62442729715977,49.75457471294923
11,19.360049151443924,76.32417818661983,0.7120922340396418,50.03605673282556,49.65347048018327,49.71855072817596
12,21.6904851445666,71.06931545432553,0.6819415893902263,50.698686332184366,51.15333272592172,47.94749894875576
13,18.781660751062,71.82962142060806,0.6670162821716725,52.87551504553373,51.978410223887344,47.14600767155573
14,13.639973607508361,79.81889949603688,0.6871925049743545,56.011022897799705,51.72777006342783,48.867058362093964
15,10.59946811696391,95.07052013900812,0.7686285570591237,51.36900034962733,51.76742922032393,48.726009393391195
16,9.15620365982042,102.78575346003335,0.8018896006175867,48.1665372623021,50.35244418461341,46.6871135185255
17,6.643244110112472,99.67185072943198,0.724221421640805,50.15234997407285,49.261215936530895,45.56975715135744
18,3.091942218714742,101.17166707145414,0.6185819418321937,59.07504008612169,51.57869325293197,49.44316671223838
19,0.9501200699656949,97.65388361093336,0.4584203432227625,55.84175123731235,51.46096355925107,50.365718485114435
20,1.6306658585986744,84.65938453603195,0.4510263688451682,51.31113352719956,50.27171847926874,49.380046362993625
21,6.785234179247771,83.22016561971574,0.6114148742034565,51.42068898791382,49.95868606473234,48.192967626602176
22,15.435669947706586,95.59198409626622,0.8408882674802549,58.52815175089374,54.32732547163663,50.29591622546877
23,20.61432465686069,98.64268962964192,0.925068768260278,58.62641837390622,54.31316769750651,50.8975141043034
24,18.82167827566349,86.58011311990799,0.7991346768551941,54.57171178722784,51.99047996775319,50.482664896950915
25,13.627211831949323,82.99165165872986,0.713383590053303,50.94635075444843,50.19499776705969,49.88649314225119
26,9.54060157712802,95.09324288896025,0.7508138943035345,52.225432659263866,49.03472638371895,48.33926946622633
27,7.532988571463129,101.22053960099043,0.7561626550941759,51.79671701741794,46.87112845473352,47.14570953374073
28,9.995230278028387,90.07420827840873,0.7200392212830738,49.2291548192828,44.659240382183505,46.076961552836295
29,16.93602148967469,83.69774741746664,0.7552916561517036,47.47848488813724,45.55204031213323,44.61926730167637
30,20.8402131779371,94.94639047952676,0.8937849413657274,52.20463701502111,50.26860084937027,46.7214943249162
31,17.872031195363125,105.67319781500008,0.9573672035124549,54.15685329788449,51.565198100094676,46.42133417339597
32,11.550457957189295,102.93347868288431,0.8460875864008441,50.822108560315016,47.97087463527845,43.00985007933494
33,8.515582649177091,102.49183073060806,0.7867317816519012,53.19786083780212,49.759620336501975,47.90585490743883
34,10.929585998919757,100.28619142026575,0.8148860226445073,54.02715009127486,50.64596471630963,49.42241660371461
35,11.774203209496081,85.92532340271653,0.7138383280746877,52.85191442421566,49.71267157569631,47.85665454235851
36,8.040469316288451,73.95867419577179,0.5668604378391313,50.962167463211536,47.17960039145868,45.956736888898895
37,5.736392304161833,70.63063754403233,0.5025571335451925,52.83901207162538,45.701127265740276,48.485659746557396
38,4.963997611367135,72.19426499539124,0.4968560033108616,52.77183985586863,46.97836367725243,50.17571103437904
39,4.547678532880405,81.31546836068257,0.5464282416207049,52.50304601462051,50.575781415547816,51.02402100629303
40,5.023824274301505,96.00596911915358,0.6559396467547597,59.00663049451202,53.808999466756546,53.911669379197434
41,3.9612687801562467,100.23457446519087,0.6481984551763177,55.7009702446415,52.332012793007465,51.256841058659816
42,2.6824943767003564,96.96285311303768,0.5750541831979648,50.01131042274179,49.16621262720763,48.796497131844625
43,6.25641602126584,101.2710341046141,0.7255709067583526,48.35298237741347,46.67630813682643,49.72252789128391
44,14.697996565889348,102.00657815945503,0.8854674678827072,55.01877462244748,47.58022802322702,49.417651085842564
45,20.43852116635555,101.44874216421512,0.9486204851977619,54.07682591853631,49.57670090210715,49.859423353926985
46,18.876740970757034,104.33423980752302,0.9573678295084578,49.24321299991482,50.36650306686392,50.75140930509417
47,12.441383698407757,94.59507943858837,0.7929977152165618,48.95008895504952,48.11549820201751,51.2275510606954
48,6.6038997083306565,79.00637531912162,0.5779794577878364,53.265747301069275,50.71880619881621,51.44972149576705
49,4.1531992933245885,71.66092999297885,0.47391124429318077,54.96872365288742,51.897607591941494,50.40698440240438
